sent_count,word_count,avg_sent_length,grade
13,312,24.0,2.0
9,210,23.3333,2.0
17,328,19.2941,2.0
5,193,38.6,1.0
36,792,22.0,3.0
26,439,16.8846,2.0
24,528,22.0,2.0
5,80,16.0,1.0
38,504,13.2632,2.0
26,307,11.8077,2.0
17,308,18.1176,2.0
26,602,23.1538,3.0
14,322,23.0,2.0
26,634,24.3846,3.0
30,506,16.8667,3.0
28,408,14.5714,2.0
15,330,22.0,2.0
14,372,26.5714,2.0
34,427,12.5588,2.0
20,383,19.15,2.0
39,457,11.7179,2.0
3,31,10.3333,0.0
26,510,19.6154,3.0
12,351,29.25,1.0
20,477,23.85,2.0
22,431,19.5909,2.0
19,431,22.6842,3.0
17,336,19.7647,2.0
26,394,15.1538,2.0
22,369,16.7727,2.0
8,245,30.625,1.0
21,371,17.6667,2.0
31,654,21.0968,3.0
11,232,21.0909,1.0
36,723,20.0833,3.0
19,344,18.1053,2.0
27,427,15.8148,2.0
25,314,12.56,2.0
12,541,45.0833,3.0
22,383,17.4091,2.0
12,262,21.8333,1.0
26,425,16.3462,2.0
28,440,15.7143,2.0
33,622,18.8485,3.0
26,413,15.8846,2.0
26,445,17.1154,2.0
27,464,17.1852,2.0
17,459,27.0,2.0
29,474,16.3448,3.0
23,337,14.6522,2.0
34,543,15.9706,3.0
21,427,20.3333,2.0
30,467,15.5667,2.0
11,219,19.9091,2.0
25,394,15.76,2.0
32,649,20.2812,3.0
12,280,23.3333,1.0
33,648,19.6364,2.0
27,477,17.6667,3.0
25,477,19.08,2.0
17,412,24.2353,2.0
21,377,17.9524,2.0
37,658,17.7838,3.0
24,439,18.2917,2.0
16,362,22.625,2.0
30,455,15.1667,2.0
31,511,16.4839,3.0
14,425,30.3571,2.0
24,486,20.25,3.0
27,759,28.1111,3.0
68,956,14.0588,3.0
20,291,14.55,2.0
26,389,14.9615,2.0
22,377,17.1364,3.0
37,627,16.9459,2.0
28,487,17.3929,2.0
11,223,20.2727,1.0
14,473,33.7857,2.0
22,394,17.9091,2.0
31,465,15.0,2.0
25,387,15.48,3.0
8,291,36.375,2.0
10,291,29.1,2.0
26,415,15.9615,3.0
25,375,15.0,2.0
24,485,20.2083,2.0
26,404,15.5385,3.0
26,465,17.8846,2.0
15,332,22.1333,2.0
34,527,15.5,2.0
27,488,18.0741,2.0
16,384,24.0,2.0
38,557,14.6579,3.0
27,546,20.2222,3.0
35,468,13.3714,3.0
25,336,13.44,2.0
24,540,22.5,2.0
8,233,29.125,2.0
27,336,12.4444,2.0
23,561,24.3913,2.0
26,527,20.2692,3.0
26,435,16.7308,2.0
34,452,13.2941,2.0
26,542,20.8462,2.0
18,373,20.7222,2.0
35,550,15.7143,3.0
25,526,21.04,2.0
11,258,23.4545,2.0
25,359,14.36,2.0
27,469,17.3704,2.0
26,457,17.5769,2.0
23,480,20.8696,2.0
23,412,17.913,2.0
46,552,12.0,3.0
20,562,28.1,2.0
18,389,21.6111,2.0
6,106,17.6667,1.0
32,536,16.75,2.0
18,370,20.5556,2.0
36,524,14.5556,3.0
26,544,20.9231,3.0
14,214,15.2857,1.0
26,473,18.1923,2.0
25,515,20.6,2.0
26,407,15.6538,2.0
26,488,18.7692,2.0
14,200,14.2857,2.0
11,273,24.8182,2.0
32,496,15.5,2.0
31,532,17.1613,3.0
8,186,23.25,1.0
24,401,16.7083,3.0
39,538,13.7949,2.0
28,471,16.8214,2.0
20,387,19.35,3.0
37,606,16.3784,3.0
25,364,14.56,3.0
30,622,20.7333,3.0
29,504,17.3793,3.0
26,391,15.0385,2.0
23,286,12.4348,2.0
15,344,22.9333,2.0
25,592,23.68,2.0
25,434,17.36,3.0
26,354,13.6154,2.0
11,255,23.1818,2.0
23,435,18.913,2.0
52,759,14.5962,3.0
50,903,18.06,3.0
33,499,15.1212,2.0
45,479,10.6444,3.0
1,99,99.0,1.0
24,414,17.25,2.0
37,665,17.973,3.0
31,481,15.5161,2.0
35,532,15.2,2.0
32,572,17.875,3.0
27,449,16.6296,3.0
20,362,18.1,2.0
23,429,18.6522,2.0
25,442,17.68,2.0
19,389,20.4737,2.0
23,414,18.0,2.0
29,431,14.8621,3.0
17,324,19.0588,2.0
26,368,14.1538,2.0
20,350,17.5,2.0
27,481,17.8148,3.0
15,310,20.6667,3.0
28,350,12.5,2.0
28,464,16.5714,2.0
24,505,21.0417,3.0
14,162,11.5714,1.0
24,405,16.875,2.0
20,356,17.8,2.0
20,293,14.65,2.0
13,278,21.3846,2.0
22,396,18.0,2.0
11,266,24.1818,1.0
18,295,16.3889,2.0
32,556,17.375,3.0
25,411,16.44,3.0
27,444,16.4444,2.0
28,328,11.7143,2.0
13,223,17.1538,2.0
23,407,17.6957,3.0
26,579,22.2692,3.0
16,303,18.9375,2.0
32,399,12.4688,2.0
24,351,14.625,2.0
23,367,15.9565,2.0
16,285,17.8125,2.0
34,634,18.6471,2.0
6,87,14.5,1.0
13,495,38.0769,2.0
22,307,13.9545,2.0
16,287,17.9375,2.0
32,592,18.5,3.0
33,385,11.6667,2.0
15,301,20.0667,2.0
28,443,15.8214,3.0
17,353,20.7647,2.0
36,556,15.4444,3.0
36,527,14.6389,3.0
23,439,19.087,2.0
23,411,17.8696,2.0
22,419,19.0455,2.0
21,538,25.619,2.0
12,322,26.8333,2.0
21,461,21.9524,3.0
31,459,14.8065,2.0
20,331,16.55,2.0
35,658,18.8,3.0
34,685,20.1471,2.0
22,357,16.2273,2.0
21,431,20.5238,2.0
23,416,18.087,2.0
22,485,22.0455,2.0
39,686,17.5897,3.0
36,687,19.0833,2.0
21,396,18.8571,2.0
12,310,25.8333,2.0
21,421,20.0476,2.0
49,635,12.9592,3.0
36,503,13.9722,2.0
30,620,20.6667,3.0
29,493,17.0,2.0
21,310,14.7619,2.0
28,484,17.2857,2.0
38,665,17.5,2.0
25,436,17.44,2.0
28,420,15.0,2.0
12,256,21.3333,2.0
10,230,23.0,2.0
46,692,15.0435,3.0
14,192,13.7143,2.0
28,608,21.7143,2.0
10,398,39.8,2.0
24,361,15.0417,2.0
33,619,18.7576,3.0
14,347,24.7857,2.0
24,371,15.4583,2.0
25,409,16.36,2.0
26,437,16.8077,2.0
10,304,30.4,2.0
12,260,21.6667,2.0
17,221,13.0,2.0
27,526,19.4815,3.0
26,539,20.7308,3.0
37,431,11.6486,2.0
19,383,20.1579,2.0
24,475,19.7917,3.0
15,289,19.2667,2.0
18,422,23.4444,2.0
25,311,12.44,2.0
34,458,13.4706,2.0
31,580,18.7097,3.0
32,557,17.4062,3.0
24,416,17.3333,2.0
32,545,17.0312,3.0
28,483,17.25,2.0
35,471,13.4571,2.0
21,483,23.0,2.0
19,321,16.8947,2.0
18,392,21.7778,2.0
4,111,27.75,1.0
10,305,30.5,2.0
28,468,16.7143,2.0
22,450,20.4545,2.0
34,616,18.1176,3.0
20,379,18.95,2.0
19,363,19.1053,2.0
24,434,18.0833,3.0
30,533,17.7667,3.0
11,272,24.7273,2.0
21,276,13.1429,2.0
36,623,17.3056,2.0
19,444,23.3684,3.0
31,578,18.6452,3.0
15,284,18.9333,2.0
23,496,21.5652,3.0
24,499,20.7917,2.0
27,452,16.7407,3.0
25,541,21.64,2.0
24,375,15.625,2.0
18,315,17.5,2.0
32,367,11.4688,2.0
37,583,15.7568,2.0
18,409,22.7222,2.0
25,383,15.32,2.0
26,428,16.4615,1.0
29,728,25.1034,3.0
23,276,12.0,1.0
25,446,17.84,2.0
15,309,20.6,2.0
11,255,23.1818,2.0
37,509,13.7568,2.0
22,497,22.5909,2.0
25,463,18.52,2.0
31,583,18.8065,3.0
21,291,13.8571,2.0
30,415,13.8333,3.0
34,573,16.8529,3.0
19,467,24.5789,2.0
19,432,22.7368,2.0
29,366,12.6207,3.0
29,382,13.1724,2.0
19,377,19.8421,2.0
13,270,20.7692,2.0
34,591,17.3824,3.0
27,441,16.3333,3.0
32,438,13.6875,2.0
17,295,17.3529,2.0
37,755,20.4054,3.0
11,267,24.2727,2.0
37,527,14.2432,3.0
38,451,11.8684,2.0
18,471,26.1667,3.0
18,392,21.7778,2.0
12,220,18.3333,1.0
48,660,13.75,2.0
24,433,18.0417,2.0
29,501,17.2759,3.0
17,285,16.7647,2.0
9,393,43.6667,3.0
29,583,20.1034,3.0
11,206,18.7273,1.0
13,248,19.0769,2.0
16,276,17.25,2.0
8,157,19.625,1.0
18,424,23.5556,2.0
15,478,31.8667,2.0
31,476,15.3548,2.0
26,489,18.8077,3.0
23,435,18.913,2.0
12,293,24.4167,2.0
19,376,19.7895,2.0
27,480,17.7778,3.0
32,618,19.3125,3.0
16,294,18.375,2.0
8,206,25.75,1.0
31,686,22.129,3.0
22,373,16.9545,3.0
22,346,15.7273,2.0
22,438,19.9091,3.0
23,600,26.087,3.0
19,358,18.8421,2.0
26,440,16.9231,2.0
21,433,20.619,3.0
30,500,16.6667,2.0
35,642,18.3429,3.0
32,484,15.125,2.0
35,583,16.6571,3.0
25,376,15.04,2.0
39,747,19.1538,3.0
13,272,20.9231,2.0
21,352,16.7619,2.0
21,388,18.4762,2.0
24,474,19.75,3.0
13,222,17.0769,1.0
11,138,12.5455,2.0
16,221,13.8125,2.0
27,725,26.8519,3.0
26,370,14.2308,2.0
20,261,13.05,2.0
23,478,20.7826,3.0
30,377,12.5667,2.0
32,559,17.4688,2.0
23,463,20.1304,3.0
26,384,14.7692,2.0
12,296,24.6667,2.0
8,218,27.25,1.0
4,94,23.5,1.0
17,381,22.4118,2.0
23,391,17.0,2.0
5,237,47.4,1.0
24,391,16.2917,2.0
13,301,23.1538,2.0
20,450,22.5,2.0
13,272,20.9231,2.0
10,238,23.8,2.0
8,143,17.875,1.0
22,438,19.9091,2.0
12,340,28.3333,2.0
27,369,13.6667,2.0
20,370,18.5,2.0
14,404,28.8571,2.0
32,516,16.125,2.0
9,192,21.3333,1.0
34,750,22.0588,3.0
8,159,19.875,2.0
24,499,20.7917,3.0
23,508,22.087,3.0
8,335,41.875,2.0
8,144,18.0,1.0
18,434,24.1111,2.0
14,459,32.7857,2.0
22,489,22.2273,3.0
20,409,20.45,2.0
29,361,12.4483,2.0
43,576,13.3953,3.0
25,444,17.76,2.0
19,363,19.1053,2.0
24,457,19.0417,2.0
16,291,18.1875,2.0
14,263,18.7857,2.0
17,231,13.5882,2.0
10,521,52.1,2.0
20,380,19.0,2.0
12,301,25.0833,2.0
23,346,15.0435,2.0
5,115,23.0,1.0
16,380,23.75,2.0
37,583,15.7568,3.0
16,343,21.4375,2.0
28,378,13.5,2.0
36,487,13.5278,3.0
10,366,36.6,2.0
30,385,12.8333,2.0
19,298,15.6842,2.0
34,582,17.1176,3.0
5,271,54.2,2.0
12,163,13.5833,1.0
16,296,18.5,2.0
28,492,17.5714,3.0
21,397,18.9048,3.0
6,144,24.0,1.0
17,367,21.5882,2.0
23,387,16.8261,2.0
25,348,13.92,2.0
18,278,15.4444,1.0
5,197,39.4,1.0
29,489,16.8621,2.0
6,272,45.3333,1.0
4,145,36.25,1.0
13,354,27.2308,2.0
33,400,12.1212,2.0
16,367,22.9375,2.0
19,365,19.2105,2.0
25,336,13.44,2.0
26,541,20.8077,3.0
20,291,14.55,2.0
23,520,22.6087,3.0
12,269,22.4167,2.0
31,477,15.3871,3.0
19,240,12.6316,2.0
13,300,23.0769,2.0
9,157,17.4444,1.0
24,398,16.5833,2.0
40,683,17.075,2.0
12,294,24.5,1.0
20,445,22.25,2.0
20,416,20.8,2.0
2,52,26.0,0.0
23,367,15.9565,2.0
23,471,20.4783,2.0
27,430,15.9259,2.0
12,202,16.8333,2.0
33,520,15.7576,2.0
28,461,16.4643,2.0
6,105,17.5,1.0
11,191,17.3636,1.0
24,322,13.4167,2.0
30,465,15.5,2.0
17,343,20.1765,2.0
23,436,18.9565,3.0
11,252,22.9091,2.0
7,155,22.1429,1.0
21,597,28.4286,3.0
10,336,33.6,2.0
24,416,17.3333,2.0
30,596,19.8667,3.0
37,601,16.2432,2.0
27,487,18.037,2.0
31,323,10.4194,2.0
15,270,18.0,2.0
7,311,44.4286,2.0
13,279,21.4615,2.0
15,300,20.0,2.0
27,690,25.5556,3.0
34,519,15.2647,3.0
13,344,26.4615,2.0
20,336,16.8,2.0
39,606,15.5385,2.0
13,272,20.9231,2.0
26,505,19.4231,3.0
30,605,20.1667,3.0
27,493,18.2593,3.0
34,535,15.7353,3.0
26,607,23.3462,2.0
5,39,7.8,0.0
26,477,18.3462,3.0
20,373,18.65,2.0
23,452,19.6522,2.0
31,425,13.7097,2.0
34,669,19.6765,3.0
35,645,18.4286,3.0
23,403,17.5217,2.0
19,384,20.2105,2.0
13,350,26.9231,2.0
28,541,19.3214,3.0
21,375,17.8571,2.0
18,295,16.3889,2.0
10,278,27.8,2.0
17,432,25.4118,2.0
33,497,15.0606,2.0
15,371,24.7333,2.0
18,461,25.6111,2.0
41,811,19.7805,3.0
22,440,20.0,2.0
24,304,12.6667,2.0
16,389,24.3125,2.0
27,418,15.4815,2.0
15,431,28.7333,2.0
28,494,17.6429,2.0
20,384,19.2,2.0
13,235,18.0769,2.0
18,454,25.2222,2.0
13,322,24.7692,2.0
19,468,24.6316,3.0
36,787,21.8611,3.0
24,506,21.0833,2.0
27,440,16.2963,2.0
17,355,20.8824,2.0
33,483,14.6364,2.0
18,319,17.7222,2.0
35,540,15.4286,3.0
31,556,17.9355,3.0
26,571,21.9615,3.0
21,369,17.5714,2.0
34,505,14.8529,2.0
14,263,18.7857,2.0
16,379,23.6875,2.0
18,317,17.6111,3.0
14,535,38.2143,3.0
19,344,18.1053,2.0
17,343,20.1765,2.0
23,483,21.0,3.0
21,354,16.8571,2.0
20,313,15.65,2.0
17,344,20.2353,2.0
39,544,13.9487,3.0
21,381,18.1429,2.0
35,631,18.0286,3.0
27,342,12.6667,2.0
17,209,12.2941,1.0
30,490,16.3333,3.0
21,386,18.381,2.0
18,402,22.3333,2.0
37,452,12.2162,2.0
16,248,15.5,2.0
18,305,16.9444,2.0
30,535,17.8333,2.0
19,265,13.9474,2.0
18,288,16.0,2.0
12,324,27.0,2.0
23,442,19.2174,2.0
20,486,24.3,2.0
29,415,14.3103,2.0
30,503,16.7667,3.0
15,416,27.7333,2.0
23,396,17.2174,2.0
32,443,13.8438,2.0
37,507,13.7027,2.0
32,542,16.9375,2.0
19,414,21.7895,3.0
33,526,15.9394,2.0
40,677,16.925,3.0
29,437,15.069,2.0
37,701,18.9459,3.0
13,230,17.6923,1.0
8,106,13.25,1.0
32,498,15.5625,2.0
31,663,21.3871,3.0
16,325,20.3125,2.0
51,578,11.3333,3.0
14,413,29.5,2.0
36,381,10.5833,2.0
5,436,87.2,2.0
13,181,13.9231,1.0
26,392,15.0769,2.0
18,273,15.1667,2.0
20,364,18.2,2.0
23,419,18.2174,2.0
6,132,22.0,1.0
40,762,19.05,3.0
23,479,20.8261,2.0
22,228,10.3636,2.0
19,404,21.2632,2.0
22,584,26.5455,3.0
27,436,16.1481,2.0
21,539,25.6667,3.0
34,560,16.4706,3.0
31,517,16.6774,2.0
17,396,23.2941,2.0
27,406,15.037,2.0
22,501,22.7727,2.0
22,362,16.4545,2.0
30,490,16.3333,2.0
17,333,19.5882,2.0
16,246,15.375,2.0
26,589,22.6538,3.0
23,397,17.2609,2.0
30,513,17.1,3.0
14,228,16.2857,1.0
16,275,17.1875,2.0
6,225,37.5,2.0
39,423,10.8462,2.0
23,500,21.7391,2.0
13,244,18.7692,1.0
25,491,19.64,2.0
27,406,15.037,2.0
13,298,22.9231,1.0
31,624,20.129,3.0
7,309,44.1429,2.0
30,521,17.3667,2.0
19,373,19.6316,2.0
22,448,20.3636,2.0
22,504,22.9091,3.0
17,484,28.4706,2.0
36,449,12.4722,2.0
29,515,17.7586,2.0
27,517,19.1481,3.0
26,496,19.0769,2.0
21,496,23.619,2.0
23,473,20.5652,3.0
23,526,22.8696,2.0
19,379,19.9474,2.0
26,438,16.8462,3.0
28,381,13.6071,2.0
20,370,18.5,2.0
16,262,16.375,2.0
22,526,23.9091,2.0
17,288,16.9412,2.0
43,858,19.9535,3.0
28,293,10.4643,2.0
11,368,33.4545,2.0
29,562,19.3793,3.0
30,415,13.8333,2.0
25,387,15.48,2.0
11,246,22.3636,1.0
33,486,14.7273,2.0
31,586,18.9032,3.0
24,471,19.625,3.0
23,402,17.4783,3.0
23,398,17.3043,2.0
19,355,18.6842,2.0
6,132,22.0,1.0
22,351,15.9545,2.0
20,401,20.05,2.0
26,554,21.3077,2.0
10,218,21.8,2.0
42,895,21.3095,3.0
28,410,14.6429,2.0
28,508,18.1429,3.0
10,264,26.4,2.0
38,616,16.2105,3.0
23,369,16.0435,3.0
45,653,14.5111,3.0
21,415,19.7619,2.0
17,376,22.1176,2.0
33,606,18.3636,3.0
24,469,19.5417,2.0
6,111,18.5,1.0
30,410,13.6667,2.0
25,470,18.8,2.0
12,519,43.25,2.0
20,327,16.35,2.0
22,415,18.8636,3.0
26,433,16.6538,2.0
33,625,18.9394,3.0
18,368,20.4444,2.0
23,477,20.7391,3.0
18,412,22.8889,2.0
19,435,22.8947,2.0
30,690,23.0,3.0
4,123,30.75,1.0
31,545,17.5806,3.0
27,558,20.6667,2.0
24,525,21.875,3.0
23,375,16.3043,2.0
21,548,26.0952,2.0
18,235,13.0556,2.0
18,314,17.4444,2.0
1,16,16.0,0.0
18,235,13.0556,2.0
19,537,28.2632,2.0
3,178,59.3333,0.0
15,261,17.4,1.0
31,524,16.9032,2.0
35,498,14.2286,2.0
25,379,15.16,2.0
25,608,24.32,2.0
36,853,23.6944,1.0
19,374,19.6842,2.0
24,433,18.0417,2.0
17,374,22.0,1.0
18,349,19.3889,1.0
29,548,18.8966,2.0
12,363,30.25,1.0
5,107,21.4,1.0
17,394,23.1765,1.0
39,733,18.7949,2.0
13,373,28.6923,1.0
5,204,40.8,0.0
21,377,17.9524,1.0
11,348,31.6364,1.0
19,337,17.7368,1.0
9,237,26.3333,1.0
23,566,24.6087,2.0
22,588,26.7273,1.0
18,428,23.7778,2.0
11,212,19.2727,2.0
5,93,18.6,1.0
15,313,20.8667,1.0
20,320,16.0,1.0
38,486,12.7895,2.0
16,386,24.125,1.0
8,196,24.5,1.0
23,472,20.5217,2.0
22,330,15.0,1.0
27,487,18.037,2.0
21,419,19.9524,2.0
22,406,18.4545,1.0
18,346,19.2222,1.0
23,500,21.7391,2.0
21,506,24.0952,1.0
21,337,16.0476,2.0
44,830,18.8636,2.0
27,571,21.1481,2.0
24,379,15.7917,2.0
16,335,20.9375,2.0
31,753,24.2903,2.0
9,321,35.6667,1.0
25,437,17.48,2.0
18,377,20.9444,1.0
30,581,19.3667,2.0
18,304,16.8889,1.0
21,432,20.5714,2.0
13,256,19.6923,1.0
20,521,26.05,2.0
40,683,17.075,2.0
34,835,24.5588,2.0
8,150,18.75,1.0
17,291,17.1176,1.0
31,513,16.5484,2.0
4,97,24.25,1.0
8,242,30.25,1.0
17,466,27.4118,1.0
41,590,14.3902,2.0
20,356,17.8,2.0
24,337,14.0417,1.0
14,275,19.6429,1.0
31,419,13.5161,2.0
12,263,21.9167,1.0
14,318,22.7143,1.0
36,589,16.3611,1.0
19,340,17.8947,2.0
20,371,18.55,1.0
24,465,19.375,2.0
20,435,21.75,2.0
20,419,20.95,1.0
23,518,22.5217,1.0
16,341,21.3125,1.0
16,356,22.25,1.0
7,130,18.5714,1.0
24,414,17.25,1.0
18,386,21.4444,1.0
18,405,22.5,2.0
13,354,27.2308,1.0
21,369,17.5714,1.0
15,396,26.4,2.0
15,383,25.5333,1.0
8,142,17.75,1.0
2,76,38.0,0.0
24,474,19.75,2.0
14,280,20.0,1.0
34,670,19.7059,2.0
13,322,24.7692,1.0
17,338,19.8824,2.0
32,770,24.0625,2.0
64,1168,18.25,2.0
22,647,29.4091,2.0
25,681,27.24,2.0
19,365,19.2105,1.0
30,699,23.3,2.0
13,491,37.7692,1.0
25,480,19.2,1.0
28,522,18.6429,2.0
17,385,22.6471,2.0
3,257,85.6667,1.0
7,345,49.2857,1.0
26,509,19.5769,1.0
11,206,18.7273,1.0
9,131,14.5556,1.0
7,181,25.8571,1.0
25,368,14.72,1.0
14,343,24.5,1.0
25,405,16.2,1.0
8,192,24.0,1.0
9,200,22.2222,1.0
15,295,19.6667,1.0
13,382,29.3846,2.0
6,162,27.0,1.0
10,152,15.2,0.0
27,533,19.7407,1.0
10,224,22.4,1.0
22,648,29.4545,2.0
7,410,58.5714,1.0
12,226,18.8333,1.0
17,279,16.4118,1.0
18,337,18.7222,1.0
39,709,18.1795,2.0
17,237,13.9412,1.0
29,666,22.9655,2.0
15,499,33.2667,1.0
14,295,21.0714,1.0
21,495,23.5714,1.0
11,249,22.6364,1.0
17,348,20.4706,1.0
12,263,21.9167,1.0
16,287,17.9375,1.0
28,602,21.5,2.0
15,422,28.1333,2.0
15,280,18.6667,1.0
14,340,24.2857,1.0
6,155,25.8333,1.0
25,552,22.08,2.0
24,463,19.2917,1.0
16,467,29.1875,2.0
20,460,23.0,2.0
14,304,21.7143,2.0
25,405,16.2,2.0
29,694,23.931,2.0
20,540,27.0,2.0
23,462,20.087,1.0
25,450,18.0,2.0
39,1036,26.5641,2.0
19,488,25.6842,2.0
12,326,27.1667,2.0
23,460,20.0,1.0
27,484,17.9259,2.0
24,513,21.375,2.0
14,339,24.2143,1.0
25,461,18.44,2.0
24,362,15.0833,1.0
17,371,21.8235,2.0
26,387,14.8846,1.0
14,447,31.9286,2.0
28,490,17.5,1.0
16,513,32.0625,2.0
14,379,27.0714,1.0
16,339,21.1875,2.0
34,588,17.2941,2.0
11,234,21.2727,1.0
4,99,24.75,1.0
8,214,26.75,1.0
16,453,28.3125,1.0
28,621,22.1786,2.0
21,422,20.0952,1.0
7,335,47.8571,2.0
38,809,21.2895,2.0
8,199,24.875,1.0
9,207,23.0,1.0
15,326,21.7333,2.0
28,524,18.7143,2.0
8,195,24.375,1.0
9,196,21.7778,0.0
30,467,15.5667,1.0
24,431,17.9583,1.0
23,483,21.0,2.0
22,396,18.0,2.0
13,309,23.7692,1.0
15,307,20.4667,2.0
20,540,27.0,2.0
20,255,12.75,1.0
18,356,19.7778,2.0
19,420,22.1053,1.0
28,400,14.2857,1.0
38,612,16.1053,2.0
23,667,29.0,2.0
28,540,19.2857,1.0
12,307,25.5833,1.0
31,684,22.0645,2.0
24,579,24.125,2.0
1,177,177.0,0.0
18,371,20.6111,2.0
24,431,17.9583,2.0
37,772,20.8649,1.0
31,673,21.7097,2.0
13,200,15.3846,1.0
18,367,20.3889,1.0
19,413,21.7368,1.0
17,390,22.9412,2.0
11,327,29.7273,1.0
17,309,18.1765,1.0
12,451,37.5833,1.0
32,590,18.4375,2.0
28,413,14.75,2.0
36,661,18.3611,2.0
11,212,19.2727,1.0
19,411,21.6316,1.0
13,468,36.0,1.0
19,356,18.7368,2.0
18,633,35.1667,2.0
14,257,18.3571,1.0
11,260,23.6364,1.0
24,393,16.375,2.0
23,628,27.3043,2.0
21,389,18.5238,2.0
38,632,16.6316,2.0
28,406,14.5,2.0
19,399,21.0,1.0
15,340,22.6667,1.0
38,1051,27.6579,2.0
15,329,21.9333,1.0
19,437,23.0,2.0
7,234,33.4286,1.0
27,512,18.963,2.0
16,324,20.25,1.0
43,746,17.3488,2.0
28,524,18.7143,2.0
26,750,28.8462,2.0
8,199,24.875,1.0
18,575,31.9444,2.0
29,703,24.2414,2.0
15,361,24.0667,1.0
37,802,21.6757,2.0
27,534,19.7778,1.0
33,749,22.697,1.0
6,179,29.8333,1.0
22,356,16.1818,1.0
21,478,22.7619,1.0
13,269,20.6923,2.0
17,366,21.5294,2.0
19,490,25.7895,1.0
36,753,20.9167,2.0
13,444,34.1538,2.0
4,126,31.5,1.0
44,863,19.6136,2.0
8,225,28.125,1.0
21,384,18.2857,1.0
17,348,20.4706,1.0
35,743,21.2286,2.0
34,582,17.1176,2.0
5,98,19.6,1.0
11,269,24.4545,1.0
19,534,28.1053,2.0
14,281,20.0714,1.0
2,42,21.0,0.0
21,438,20.8571,2.0
27,708,26.2222,2.0
10,151,15.1,1.0
4,73,18.25,1.0
14,294,21.0,1.0
27,582,21.5556,2.0
17,436,25.6471,2.0
35,719,20.5429,1.0
8,126,15.75,1.0
13,306,23.5385,1.0
21,452,21.5238,2.0
25,525,21.0,2.0
23,617,26.8261,2.0
26,578,22.2308,1.0
12,266,22.1667,1.0
5,100,20.0,0.0
23,679,29.5217,2.0
10,128,12.8,1.0
24,566,23.5833,2.0
30,654,21.8,2.0
23,361,15.6957,2.0
34,631,18.5588,2.0
5,168,33.6,1.0
23,616,26.7826,2.0
33,801,24.2727,2.0
17,405,23.8235,1.0
24,471,19.625,1.0
20,517,25.85,2.0
22,492,22.3636,1.0
18,742,41.2222,2.0
9,177,19.6667,1.0
28,766,27.3571,2.0
17,418,24.5882,2.0
18,362,20.1111,1.0
24,526,21.9167,1.0
45,852,18.9333,2.0
38,667,17.5526,2.0
29,584,20.1379,2.0
9,170,18.8889,1.0
27,731,27.0741,2.0
34,643,18.9118,2.0
10,501,50.1,1.0
16,284,17.75,2.0
20,356,17.8,2.0
26,625,24.0385,1.0
27,467,17.2963,1.0
18,493,27.3889,2.0
15,299,19.9333,1.0
38,512,13.4737,2.0
34,808,23.7647,2.0
37,725,19.5946,2.0
21,401,19.0952,2.0
23,435,18.913,2.0
10,338,33.8,1.0
24,469,19.5417,2.0
15,297,19.8,1.0
40,728,18.2,2.0
26,660,25.3846,2.0
23,529,23.0,2.0
18,339,18.8333,1.0
25,525,21.0,2.0
16,335,20.9375,1.0
15,321,21.4,1.0
29,378,13.0345,1.0
43,592,13.7674,2.0
23,548,23.8261,1.0
28,461,16.4643,2.0
27,483,17.8889,2.0
43,882,20.5116,3.0
40,648,16.2,2.0
26,579,22.2692,2.0
17,340,20.0,1.0
25,432,17.28,1.0
29,534,18.4138,2.0
34,696,20.4706,1.0
24,476,19.8333,1.0
15,338,22.5333,1.0
21,281,13.381,1.0
16,411,25.6875,2.0
23,563,24.4783,2.0
15,287,19.1333,1.0
23,543,23.6087,2.0
15,206,13.7333,1.0
23,582,25.3043,2.0
17,343,20.1765,1.0
11,414,37.6364,1.0
17,360,21.1765,1.0
9,190,21.1111,1.0
19,316,16.6316,1.0
38,751,19.7632,2.0
13,250,19.2308,1.0
16,230,14.375,1.0
31,603,19.4516,2.0
16,317,19.8125,2.0
10,216,21.6,1.0
24,506,21.0833,2.0
16,339,21.1875,1.0
21,505,24.0476,2.0
36,667,18.5278,2.0
24,466,19.4167,1.0
35,558,15.9429,2.0
41,1073,26.1707,2.0
33,602,18.2424,1.0
8,310,38.75,1.0
10,172,17.2,1.0
22,486,22.0909,2.0
8,364,45.5,2.0
19,327,17.2105,1.0
20,328,16.4,1.0
18,409,22.7222,2.0
5,145,29.0,1.0
17,415,24.4118,1.0
11,217,19.7273,1.0
21,397,18.9048,1.0
20,421,21.05,1.0
19,482,25.3684,1.0
16,441,27.5625,1.0
5,209,41.8,1.0
13,298,22.9231,2.0
29,526,18.1379,2.0
20,357,17.85,2.0
9,298,33.1111,1.0
17,393,23.1176,2.0
16,402,25.125,1.0
20,456,22.8,2.0
26,688,26.4615,2.0
24,423,17.625,2.0
8,320,40.0,1.0
30,556,18.5333,2.0
11,311,28.2727,1.0
26,355,13.6538,1.0
16,287,17.9375,1.0
22,365,16.5909,2.0
13,318,24.4615,1.0
20,494,24.7,2.0
15,331,22.0667,1.0
11,259,23.5455,1.0
17,453,26.6471,0.0
19,422,22.2105,1.0
15,349,23.2667,1.0
14,226,16.1429,2.0
20,506,25.3,2.0
30,578,19.2667,2.0
26,619,23.8077,2.0
20,569,28.45,2.0
26,448,17.2308,1.0
7,210,30.0,1.0
19,398,20.9474,1.0
11,453,41.1818,1.0
